# Pathway	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
PWY-6344: L-ornithine degradation II (Stickland reaction)|unclassified	1048.6790060137	436.1954891674	396.1574427135	528.3669231099	501.3918085499	538.0329958991	597.0699809905	592.435712126	615.0373777211	321.6459092738	299.3558489013	558.1201577644	312.8616350127	518.6145138028	348.8025812802	421.7197171484
PWY-6349: CDP-archaeol biosynthesis	32.4875554988	6.6417319841	8.1370911636	3.3184675567	13.4403212762	44.6012851608	34.8783996221	13.791982496	40.1267514163	5.9302096842	18.8933732364	11.9433082432	3.002959038	3.4052535342	2.3460784431	0
PWY-6349: CDP-archaeol biosynthesis|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	2.3741220694	0	0	0	0	0	0	0	0	0
PWY-6349: CDP-archaeol biosynthesis|unclassified	32.429952867	6.6417319841	8.1370911636	3.3184675567	13.4403212762	44.6012851608	29.1777941403	13.791982496	40.1267514163	5.9302096842	18.8933732364	11.9433082432	3.0016601007	3.4052535342	2.3460784431	0
PWY-6350: archaetidylinositol biosynthesis	2.2305140461	0	1.8647271034	0.3727808897	0	4.6660791296	3.0437984109	1.8888584066	5.4432502534	1.7026063691	0	4.0993299049	0	0.4332632813	0.975152789	0
PWY-6350: archaetidylinositol biosynthesis|unclassified	2.2302964573	0	1.8647271034	0.3727808897	0	4.6660791296	3.0028393536	1.8888584066	5.4432502534	1.7026063691	0	4.0993299049	0	0.4332632813	0.975152789	0
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis	0	0	0	2.9248889111	3.3194140508	4.1331330279	7.2198002524	8.6067634126	0	0	1.0197564096	1.7185993689	0	0	0	0
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis|unclassified	0	0	0	2.9248889111	3.3194140508	4.1331330279	7.2198002524	8.6067634126	0	0	1.0197564096	1.7185993689	0	0	0	0
PWY-6352: 3-phosphoinositide biosynthesis	0	0	0	0	0	0	0	1.0474613875	0	0	0	0	0	0	0.6997806752	0
PWY-6352: 3-phosphoinositide biosynthesis|unclassified	0	0	0	0	0	0	0	1.0474613875	0	0	0	0	0	0	0.6997806752	0
PWY-6353: purine nucleotides degradation II (aerobic)	6171.547741312	3424.3977786686	2657.5612560868	2581.7519398403	2194.5774954068	2837.7320096348	2637.8211698515	2320.8153749425	2607.5456411158	1967.0676713909	2759.3599190367	4102.7462208645	2175.5296023491	3216.7010408271	1724.7564183163	2490.5284137278
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	6156.4194609635	3408.6830421114	2656.6818125084	2572.3069417969	2187.5006727236	2835.1078655746	2629.503197073	2319.605840342	2601.9753290158	1962.065457102	2750.3906669005	4091.9297462141	2167.936281799	3198.261196528	1717.5078555294	2478.0166702826
PWY-6358: superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism	0	0	0	0.3243120217	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6358: superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism|unclassified	0	0	0	0.3243120091	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6368: 3-phosphoinositide degradation	0	0	0	0.2228310708	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6368: 3-phosphoinositide degradation|unclassified	0	0	0	0.2228310708	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis	16.8962930646	14.4876947784	6.2718260559	12.1005427084	6.7065710019	4.414054901	4.0770341446	4.5728933299	12.712868387	8.6853709596	2.1645865269	14.0140273408	13.4087184949	13.921306117	28.7221213259	14.683892073
PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis|unclassified	16.8962080349	14.4871472382	6.2718260559	12.0991768042	6.7065710019	4.414054901	4.0770160645	4.5728933299	12.712868387	8.6853709596	2.164585476	14.0138922433	13.4052116211	13.9204158667	28.7221213259	14.683892073
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	6976.4501901558	3342.1036575093	2639.0455374136	2500.8163780321	2502.0586262744	3500.6739851074	3595.2295443649	2512.2868341049	3180.2581217908	2121.5025128497	2884.1237686604	4040.6381251436	2207.1565557176	3274.6271602342	1914.6618442959	2672.7229782979
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacillus.s__Bacillus_megaterium	0	1.3116828912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0888539974
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	3.017703259	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	1.8630984552	0	0	0	2.7971013433
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Oscillatoria.s__Oscillatoria_acuminata	8.9764609743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	2.6781822134	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	4.7591489513	0	9.6320123437	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	6864.3388227771	3317.4150389064	2638.4564402083	2475.8080210875	2489.4042598713	3471.2863010153	3572.1809343226	2505.9040037501	3161.3031099079	2113.5129302302	2844.1111824769	4025.7397883641	2196.8110696047	3248.3585435185	1909.1991228855	2639.7688605563
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	7270.4478975132	3463.4706670029	2744.3090938867	2661.0333684584	2646.3794947753	3637.5505938052	3722.5032706921	2617.8997104357	3301.721315592	2106.1733691498	3013.9195337308	4176.1175367411	2260.9912263648	3330.2235588983	1895.9117583704	2680.3343609381
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	4.2981682046	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacillus.s__Bacillus_megaterium	0	1.4241484706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9111068006
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6000620282	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	3.3265222479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	2.8316815075	0	0	0	2.8435826166
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Oscillatoria.s__Oscillatoria_acuminata	6.3252235059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	3.5335376352	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	19.5101099901	5.931782754	14.1800958427	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	7092.4301995785	3439.7590711522	2743.3191196286	2651.338821405	2630.2857618301	3605.601664852	3692.2809162538	2610.0269566166	3276.5406222214	2096.3861993656	2954.4033352306	4158.6576468352	2249.227286379	3301.2666144805	1890.3088003022	2643.1628730162
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	7097.4983561425	3372.2252111772	2666.7108718587	2588.6802115155	2574.4038912708	3560.2305242481	3656.8683556011	2547.6031695736	3253.0564364328	2057.8816220227	2997.4635964042	4050.3268492866	2192.4556090157	3241.895994968	1854.841772655	2622.2628838729
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	3.6753694423	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacillus.s__Bacillus_megaterium	0	1.3686809137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4196120818
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1328014025	0	4.2785565644
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	3.0029356276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.5281843649	0	3.1659309454	0	0	0	9.1409801685
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Oscillatoria.s__Oscillatoria_acuminata	9.0832559225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Oscillatoria.s__Oscillatoria_nigro_viridis	1.2842762855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	3.0233235865	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	24.1106738995	6.2492315678	14.9066677679	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	6961.9620194925	3349.5968627749	2665.9590246974	2574.4183028705	2559.181450967	3528.1900636237	3628.3908845807	2539.9225032918	3229.349552556	2049.8359661685	2950.1060059938	4036.08979685	2181.6089650456	3215.9897297694	1849.9239740754	2587.0932467584
PWY-6395: superpathway of seleno-compound metabolism	1.8726339074	3.0919325883	6.6838643086	3.1761133099	5.5485733184	14.525633028	17.0055822523	4.3905100315	2.8599543168	4.2382880951	3.361770542	2.7209235814	2.3496193094	2.3064691309	4.6501959582	2.1828833116
PWY-6395: superpathway of seleno-compound metabolism|unclassified	1.8613081692	3.0919198943	6.683863923	3.1761033003	5.5485600843	14.5253674755	17.0053953086	4.3905064257	2.8599484897	4.2382615943	3.3614469649	2.7209159784	2.3496142281	2.3064661171	4.6501730842	2.1828761957
PWY-6396: superpathway of 2,3-butanediol biosynthesis	69.8366188401	36.4247266023	23.5822320115	39.9672284755	47.7265722505	45.4887031071	44.8165736318	32.076156073	45.9271744446	18.4708077352	39.935234743	39.0094697964	19.3602108046	41.7161734489	17.9835476416	19.3561252626
PWY-6396: superpathway of 2,3-butanediol biosynthesis|unclassified	69.8356075476	36.3501829239	23.5822278248	39.9665330463	47.6549129762	45.4886600324	44.8161252311	32.0761084867	45.9266822426	18.4707574394	39.9342591846	39.0092712212	19.3600970794	41.6354843437	17.9834823518	19.3559950593
PWY-6397: mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.7095720021	1.7079925378	0.8025018102	0.1608231854	0	0.647835898	0	0	1.492505501	1.4612966979	0	2.4085264146	1.0421833271	3.2826265702	1.9120847766	1.9793089125
PWY-6397: mycolyl-arabinogalactan-peptidoglycan complex biosynthesis|unclassified	0.7095719425	1.7079914721	0.8025018084	0.1608231854	0	0.647835898	0	0	1.4925054444	1.4612966979	0	2.4085263534	1.042183225	3.282626215	1.9120844914	1.9793088744
PWY-6404: superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	2.7929199158	6.5931629631	3.109832801	0.6385195846	0	2.5016279203	0	0	5.807699662	5.5288499961	0	9.108395449	4.0495492469	12.4207582328	7.3358768349	7.6330478723
PWY-6404: superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis|unclassified	2.7929138393	6.5930800846	3.1098326041	0.6385174325	0	2.5016272425	0	0	5.8076906543	5.5288318647	0	9.1083281296	4.0495168585	12.4205092119	7.3358389576	7.6329315334
PWY-6433: hydroxylated fatty acid biosynthesis (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0.7560316288	0	0	0
PWY-6433: hydroxylated fatty acid biosynthesis (plants)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.7560316288	0	0	0
PWY-6435: 4-hydroxybenzoate biosynthesis V	429.1713603355	301.8965327795	227.3678807859	220.2544569236	160.4962641608	228.3065373005	298.0416128119	215.9156639062	218.316287417	350.3098884877	147.4066509641	360.8906557564	190.6463138847	326.5475804491	162.9538417281	252.3255239331
PWY-6435: 4-hydroxybenzoate biosynthesis V|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	7.675990368	0	0	0	0
PWY-6435: 4-hydroxybenzoate biosynthesis V|unclassified	429.1684847139	301.4785549803	227.3660458694	220.2544569236	160.490013164	228.1173411795	298.0416128119	215.9132985687	218.316287417	349.7364220878	147.0159965703	352.1845581462	190.5555148277	326.2653784633	162.7972053114	252.0011226041
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	17.5619890763	15.7519559351	11.666280093	13.4742162695	14.1348037164	17.8070239404	21.9269188841	15.5045795793	15.3515088265	7.3547135826	6.0662729953	15.5210305631	8.9374023608	12.4995812713	3.5518588961	9.6420872738
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)|unclassified	17.5619890763	15.7519559351	11.666280093	13.4742162695	14.1348037164	17.8070239404	21.9269188841	15.5045795793	15.3515088265	7.3547135826	6.0662729953	15.5210305631	8.9374023608	12.4995812713	3.5518588961	9.6420872738
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	65.0518449471	4.383134284	9.9730570058	4.9294917318	0	12.6470858266	3.8108504979	2.279164603	7.6928832837	3.2307395114	5.7023676738	25.9216167935	14.016239513	16.9894832784	5.6415213214	18.7766913405
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)|unclassified	65.0424232877	4.3830976954	9.9730497362	4.9294410856	0	12.6468046217	3.8108327591	2.2791611618	7.6928063003	3.2307178496	5.702202195	25.9209986696	14.0158919066	16.9888600148	5.6414698513	18.7753721966
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	151.5406634743	4.5459864983	25.7149185619	7.727148793	13.6929440331	21.0025894352	6.690918807	19.8073756546	28.8757148122	48.8866502007	15.2145265466	33.270793199	17.9697348924	17.9999680995	14.9405805046	23.4449319532
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|unclassified	151.4801999103	4.5459390715	25.7148702311	7.7270196422	13.6926889299	21.0017946496	6.6908641242	19.8071157569	28.8746302059	48.8810809025	15.2131984302	33.2692130876	17.9691299382	17.9991832397	14.9401862276	23.442627075
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	23.9055231062	18.7769840972	14.9238588206	8.4743181117	21.4765327075	17.4770760331	29.9153508878	23.1105430749	33.1096280564	22.5266457545	25.5434252715	13.8163876426	14.8179446426	13.7062806636	16.2761321836	16.4244924789
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis|unclassified	23.9053558921	18.7769840972	14.9238588206	8.4743181117	21.4765327075	17.4769739153	29.9151428186	23.1104496039	33.1096280564	22.5266457545	25.5434252715	13.8161756394	14.8179446426	13.7062806636	16.2761321836	16.4243914771
PWY-6486: D-galacturonate degradation II	9.4547337793	12.3492737234	15.0620167909	7.5336608665	6.4090461557	9.0805131718	8.6935727202	7.5206699832	6.2280871133	11.639238802	0.8559940079	12.6204902291	8.9526625676	11.670896853	4.639161746	8.4768196196
PWY-6486: D-galacturonate degradation II|unclassified	9.4538272247	12.3479693857	15.0620167909	7.5336608665	6.4090461557	9.0805131718	8.6935727202	7.5206699832	6.2280871133	11.6270884425	0.8559940079	12.6122031785	8.9512385279	11.6667257225	4.639161746	8.4680585083
PWY-6505: L-tryptophan degradation XII (Geobacillus)	22.7772137816	25.0447287173	25.5361664301	12.6744195076	10.5577391042	17.7821416699	24.5075898939	10.6981797033	19.8058041171	41.4482879431	1.5750242392	35.3188563919	26.9048828916	26.4929149632	46.9587411595	33.0715252152
PWY-6505: L-tryptophan degradation XII (Geobacillus)|unclassified	22.7770970542	25.0408695687	25.5361664301	12.6704654218	10.5560591458	17.7807786208	24.5064234038	10.6975447985	19.8056443125	41.4322115706	1.5750242392	35.3114106317	26.9047646997	26.4913917527	46.9580407981	33.0631538966
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	597.0409322177	326.0429091645	254.5947522632	201.3228221096	274.7958305502	260.8650016539	364.3470965708	225.01641764	356.5931778978	198.6790569678	287.4965692754	332.213579552	164.1400280816	238.3914243705	83.2637996758	215.3724288919
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	596.8741709894	321.8822171979	254.5947522632	201.3228221096	274.6496377439	260.8650016539	364.3470965708	225.01641764	356.5931778978	198.4656810433	287.4965692754	331.103396723	163.8134088031	237.6352601971	83.1613606241	214.9381693091
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	2701.4909880672	608.3612065667	862.0262768558	1231.0497825917	1290.1729729559	1817.5681270875	1972.2987923874	1398.8480266576	1567.2641794086	1078.7056818317	1223.2895235556	1208.590322063	724.889231327	798.9977071244	318.0947453023	769.9156525897
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	2688.6684981802	590.9356125725	861.9710842625	1229.4784832026	1289.4004003141	1792.9767868833	1969.2576542025	1395.4520186467	1565.1346373044	1069.6781981789	1199.478476032	1207.0025421878	721.6431756963	794.1994437579	318.0371083532	763.9156720281
PWY-6527: stachyose degradation	1858.5606449669	1359.1000875664	842.7271413028	753.9862952902	1139.2978060827	1277.9294354551	1363.3252507414	1007.407514299	1546.5675498433	1087.8378185907	1561.7474937659	1266.671133364	810.7644197757	1332.6747349814	974.9298965525	1091.3781230722
PWY-6527: stachyose degradation|g__Bacillus.s__Bacillus_megaterium	0	1.4809612891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6527: stachyose degradation|unclassified	1855.614086267	1348.7180803203	842.7271413028	753.9862952902	1137.0739918618	1277.7567271044	1358.6509023273	1006.6292610953	1541.1456902728	1085.9049188754	1555.8149440036	1265.6124393386	810.1147529763	1328.3570611608	972.8061842446	1088.7473479499
PWY-6531: mannitol cycle	157.7632265977	142.1772306472	21.0747055751	24.6001085737	37.8141761521	48.9369584677	59.5418387101	57.6935541037	63.5866069055	21.9839733294	34.1246533327	118.7989390388	54.7711052066	75.6849337241	6.4182579942	28.3611883356
PWY-6531: mannitol cycle|unclassified	156.2184955141	141.8050511985	21.0747055751	24.6001085737	37.807161366	48.9369584677	59.5418387101	57.6935541037	63.5866069055	21.9819890553	34.1246533327	118.0627727555	54.760505253	75.0613197532	6.4182579942	28.105120504
PWY-6538: caffeine degradation III (bacteria, via demethylation)	0	0.8601168375	0.271600218	0	0	0	0	0	1.2814755079	0.5190573024	1.0865742996	0	0	0	0	0
PWY-6538: caffeine degradation III (bacteria, via demethylation)|unclassified	0	0.8601168375	0.271600218	0	0	0	0	0	1.2814755079	0.5190572415	1.0865727822	0	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	4172.595220555	3183.8175705152	2679.0855619462	2366.4555867704	2400.6955007531	2977.5664037216	2919.6929461225	2085.5972401518	2860.1750802942	1995.1216171282	1885.6805264401	3608.5931410694	1854.9990775262	2930.0048272731	1370.0606550732	2201.828349175
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	4123.1146833233	3154.6720333643	2678.786025053	2349.6121470105	2387.158360899	2956.2331239372	2893.2081458813	2082.848215221	2830.1706020837	1991.704225766	1839.2488771171	3587.3344019351	1850.3153959962	2905.5434568159	1367.8629587513	2192.7960203148
PWY-6549: L-glutamine biosynthesis III	3133.9883622353	1855.538345764	1670.7663600935	1432.4807040895	1396.2190492612	1702.304634592	1675.8874469456	1269.7623055771	1509.7716394905	1466.0617090192	1164.6189695635	2325.5695540334	1316.6765618001	1915.3666748194	1226.1023581287	1614.0522724867
PWY-6549: L-glutamine biosynthesis III|unclassified	3116.392148042	1850.1399740926	1670.7116423293	1432.2601799357	1395.8133516676	1699.519176111	1674.9429947689	1269.7106208105	1509.7342719474	1460.1721019817	1159.7569305535	2320.5451769253	1313.2676421057	1910.2622840864	1223.9401777485	1608.3487988456
PWY-6558: heparan sulfate biosynthesis (late stages)	0	0	0	0.4585875943	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6558: heparan sulfate biosynthesis (late stages)|unclassified	0	0	0	0.4585875943	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6562: norspermidine biosynthesis	585.0577046695	216.6583198177	149.5178292507	308.8418956304	212.0672483264	281.7441139034	309.9349364447	235.2286948029	274.1501110405	80.4733599597	86.0856891472	215.3638464983	107.0583791941	117.8683999042	51.7970913157	90.5451775984
PWY-6562: norspermidine biosynthesis|unclassified	579.0785294881	215.8295901094	149.5176497291	308.7789782437	211.7881823241	268.315911295	308.7572911646	233.5570924861	272.8056525006	80.4690227259	85.1761081646	215.3506249566	105.4760182537	116.9795283025	51.7954181769	90.5327058554
PWY-6565: superpathway of polyamine biosynthesis III	0	0.5850435281	0	0.2462745996	1.1442317722	0	1.0086959756	0.6219884677	0.9500291526	0.8631204835	0	0	0	0	0.585849434	0.2823208151
PWY-6565: superpathway of polyamine biosynthesis III|unclassified	0	0.5850387299	0	0.2462745196	1.1442265764	0	1.008686283	0.6219843441	0.9500207705	0.8631194856	0	0	0	0	0.5858490059	0.2823205726
PWY-6572: chondroitin sulfate degradation I (bacterial)	0	0	0	0	0	0	0.2620462474	0	0	0	0	0	0	0	0	0
PWY-6572: chondroitin sulfate degradation I (bacterial)|unclassified	0	0	0	0	0	0	0.2620462474	0	0	0	0	0	0	0	0	0
PWY-6581: spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	6.4085409744	1.1564838992	0.7080769959	1.8884294334	2.5467803687	0.4160214374	0.2521177677	1.2932508889	0.99449164	0	2.5107575973	0.5653366669	0	0	0	0
PWY-6581: spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis|unclassified	6.4085409744	1.1564838992	0.7080769959	1.8884294334	2.5467803687	0.4160214374	0.2521177677	1.2932508889	0.99449164	0	2.5107575973	0.5653366669	0	0	0	0
PWY-6588: pyruvate fermentation to acetone	292.2573877541	288.6043165244	148.8578497118	84.1204620113	147.2859394684	168.1134589937	282.2639804882	158.7916003506	324.9746250081	717.8855562684	151.5128637311	684.5665312019	244.9246453354	462.6955573051	513.1965379647	647.9284298832
PWY-6588: pyruvate fermentation to acetone|unclassified	292.1410521889	288.5579361251	148.8574628098	84.1204620113	147.282963472	168.1134589937	282.2241604276	158.7916003506	324.9746250081	713.1135182579	151.4777094198	684.4311531286	227.9763725528	454.8889783726	512.9700817286	633.0053914394
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	1212.4613221677	438.8818522638	248.1801838354	255.0776583976	727.0888880528	864.8607348627	943.43474472	497.6703917897	1068.8171028873	613.6892322857	1054.9881239026	527.2926192851	215.0100546944	235.915653204	534.7380391076	482.8677957717
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	1201.948324806	433.8890535257	248.1785634757	255.0645389447	701.7785934985	863.6834585044	935.7875814171	494.4663822411	1063.6527150271	612.4530188179	1042.0948166649	519.0254545548	214.9215188105	235.8045280396	533.7463609951	481.9759102487
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	784.7901104042	476.8520253773	313.3087595082	350.0463937074	292.6415466562	318.249798522	347.7406886255	408.1465209269	312.529811578	246.4399944702	207.0719671112	438.2818063807	221.8090162856	370.5158762334	231.5438013659	314.9088434797
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|unclassified	784.7199784447	471.6249241854	313.3051966958	350.0375846606	292.6381694571	318.2415440969	347.6994520001	408.1361284662	312.5051838754	246.4113684206	207.0473866888	437.2053349593	221.7860982317	369.9909800483	231.3301319274	314.2637126165
PWY-6596: adenosine nucleotides degradation I	11.8661550727	6.2540982605	5.0841581617	13.4687777161	2.5926857571	6.9777218063	7.1647623336	8.6461169469	7.0686736503	5.4877313427	10.1676652086	9.1222316789	2.4641092579	3.4484040914	3.3561861082	21.4851815091
PWY-6596: adenosine nucleotides degradation I|unclassified	11.866114479	6.2538264716	5.0841568293	13.4687013697	2.5926848846	6.9777068054	7.1647370274	8.646109532	7.0686534879	5.4877035026	10.1674931557	9.1222029051	2.4641037538	3.4483933075	3.3561738747	21.4845546172
PWY-6598: sciadonate biosynthesis	0	0	0	0.8554925174	0	0.23056388	0	0	0	0	0.2739702537	0	0.5164240632	0	0.7818694622	0.7780948339
PWY-6598: sciadonate biosynthesis|unclassified	0	0	0	0.8554925174	0	0.23056388	0	0	0	0	0.2739702537	0	0.5164240632	0	0.7818694622	0.7780948339
PWY-6606: guanosine nucleotides degradation II	1164.3222153232	868.5622274803	536.4553319565	538.0279913054	510.221369198	618.6208670589	770.9753101842	646.1668113271	573.9872804662	617.3609632525	446.2315794744	917.6193831933	554.1418869864	709.5314112923	404.5282160425	657.5502754517
PWY-6606: guanosine nucleotides degradation II|unclassified	1164.1292709363	868.4608584443	536.4422756785	538.0019784884	510.2085368512	618.581882413	770.7219888104	646.1342520556	573.8834532502	617.1364614292	446.0889234772	906.2827575911	553.9631246308	705.1250118435	403.0337224353	651.0404383591
PWY-6608: guanosine nucleotides degradation III	5349.9238387343	3127.8931793182	2753.4997203891	2481.2478526587	1967.4492408712	2863.8239390988	2477.1617075561	2194.588548203	2359.0319415129	2141.8101692569	2495.2360540605	3999.6404092541	2291.270295177	3272.7551638532	1745.1521472714	2642.2756582133
PWY-6608: guanosine nucleotides degradation III|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5103204268	0
