# Pathway	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
ko00540|g__Dyella.s__Dyella_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Geobacter.s__Geobacter_lovleyi	0	0.621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Geobacter.s__Geobacter_metallireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	1.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Gillisia.s__Gillisia_limnaea	0.1046666667	0	0	4.2911333333	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0.2882	0	0	0	0	0	0	0	0
ko00540|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0.6755333333	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	2.1422666667	0	0.4256	1.2513333333	2.0044666667	0	4.7951333333
ko00540|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Microcoleus.s__Microcoleus_vaginatus	0.6138666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Microcystis.s__Microcystis_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8732666667
ko00540|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Nostoc.s__Nostoc_punctiforme	0	0.5691333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Oscillatoria.s__Oscillatoria_acuminata	3.0440666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0.6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	5.5928	0	0	0	0
ko00540|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	0.9282666667	0	0	0	0	0	0
ko00540|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Pseudomonas.s__Pseudomonas_stutzeri	2.1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	6.4954	0	0	0	0	0
ko00540|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	6.4178	0	0	0	0	0
ko00540|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0.1945333333	0.4794	0	0
ko00540|g__Rhodanobacter.s__Rhodanobacter_fulvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Rhodococcus.s__Rhodococcus_erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0884	0	0
ko00540|g__Rhodonellum.s__Rhodonellum_psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0.8	0	0	0	0	0	0	0	2.203	0	1.2984	0.6174666667	0.451	0.6698666667	1.1486
ko00540|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Sorangium.s__Sorangium_cellulosum	0.7062	0	0	0	0	0	0	0	0	0	0	0	0.565	0.4286	0	0
ko00540|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Sulfuricurvum.s__Sulfuricurvum_kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	2.863	0.3067333333	2.4536666667	0	0	0	0	0	0	0
ko00540|g__Thauera.s__Thauera_aminoaromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Thauera.s__Thauera_phenylacetica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Thiobacillus.s__Thiobacillus_denitrificans	81.8241333333	0	0	1.1324666667	0	2.5574	0.3752	0	0	0	26.4436	1.8872	0	0	0	0
ko00540|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|unclassified	1826.0880666667	813.3261333333	929.1924	843.6588	956.6918666667	1255.5700666667	1355.27	985.0151333333	1161.2363333333	1082.1769333333	831.1406666667	1103.4858	735.0751333333	914.4510666667	841.9338666667	977.6896
ko00550	3117.203	1560.4763157895	1337.5693684211	1179.9064210526	1204.3091052632	1693.8536842105	1671.1156842105	1177.9588947368	1498.065	1218.8492631579	1415.8641052632	1998.3439473684	1140.4837894737	1680.8377894737	1011.2499473684	1422.0076315789
ko00550|g__Achromobacter.s__Achromobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Acinetobacter.s__Acinetobacter_junii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0.1133684211	0	0	0	0	0	0	0	0	0	0
ko00550|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0.3184736842	0	0	0	0
ko00550|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0.2145263158	0	0	0	0
ko00550|g__Allochromatium.s__Allochromatium_vinosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Azoarcus.s__Azoarcus_toluclasticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bacillus.s__Bacillus_megaterium	0	1.5054210526	0	0	0	0	0	0	0	0	0	0	0	0.5416842105	0	0
ko00550|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bdellovibrio.s__Bdellovibrio_bacteriovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5445789474
ko00550|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	2.8130526316	8.3117894737	0	8.5298947368
ko00550|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0.6978947368	0	0	0	0	2.0139473684	0
ko00550|g__Caulobacter.s__Caulobacter_vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	1.6581578947	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Dechloromonas.s__Dechloromonas_aromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0.6727368421	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0.5865263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	1.1835789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Geobacter.s__Geobacter_lovleyi	0	0.2519473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Geobacter.s__Geobacter_metallireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	4.8172631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Haliscomenobacter.s__Haliscomenobacter_hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0.1494210526	0	0	0	0	0	0	0	0
ko00550|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0.6976842105	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.8616842105	0	2.5117894737	2.1581578947	3.6018421053	0	6.6821052632
ko00550|g__Methanolobus.s__Methanolobus_psychrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Microcoleus.s__Microcoleus_vaginatus	1.6245789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Microcystis.s__Microcystis_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	0	0	0	0	0	0	0	0.2525263158	0	0	0	0
ko00550|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1350526316
ko00550|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Nostoc.s__Nostoc_punctiforme	0	1.4609473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Novosphingobium.s__Novosphingobium_aromaticivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Oscillatoria.s__Oscillatoria_acuminata	7.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Oscillatoria.s__Oscillatoria_nigro_viridis	2.0136315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	7.6769473684	0	0	0	0
ko00550|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	0.5324210526	0	0	0	0	0	0
ko00550|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Pseudomonas.s__Pseudomonas_stutzeri	1.1289473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	7.5187894737	0	0	0	0	0
ko00550|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	5.6891052632	0	0	0	0	0
ko00550|g__Rhizobium.s__Rhizobium_giardinii	0	0	0	0	0	0	0	0	0	0	0	0	0.2946315789	0	0	0
ko00550|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0.3695789474	0.7937894737	0	0
ko00550|g__Rhodanobacter.s__Rhodanobacter_fulvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Rhodococcus.s__Rhodococcus_erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1206315789	0	0.3061052632
ko00550|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	3.1899473684	0	0	0	0	0	0	0	7.4714210526	0	3.2312631579	1.9485789474	6.0377894737	3.8977894737	8.3015263158
ko00550|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Sorangium.s__Sorangium_cellulosum	0.7019473684	0.3922105263	0.7301052632	0	0	0	0	0	0	0	0	0	1.3251578947	1.9666842105	0	0
ko00550|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Streptomyces.s__Streptomyces_chartreusis	0	3.0447894737	0	0	0	0	0	0	0	0	0	0	0.765	2.1726842105	0	0
ko00550|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Sulfuricurvum.s__Sulfuricurvum_kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Thauera.s__Thauera_aminoaromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Thauera.s__Thauera_phenylacetica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Thiobacillus.s__Thiobacillus_denitrificans	35.4769473684	0	0	0.9401578947	0	1.3528421053	0.0808421053	0	0	0	18.1862105263	0.8042105263	0	0	0	0
ko00550|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|unclassified	3068.5914736842	1544.4771578947	1336.8391578947	1178.9661578947	1201.3736842105	1692.3874210526	1670.8510526316	1177.8093684211	1498.0037368421	1208.2858947368	1384.4698947368	1983.334	1130.8096842105	1657.3354210526	1005.3382105263	1392.5482631579
ko00561	1025.9991875	567.254875	437.298	376.11065625	381.4546875	464.21484375	459.7766875	355.43625	447.131125	390.88784375	434.1741875	675.14603125	383.9961875	590.3450625	358.64009375	470.2553125
ko00561|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Bacillus.s__Bacillus_megaterium	0	0.28375	0	0	0	0	0	0	0	0	0	0	0	0.25803125	0	0
ko00561|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98025
ko00561|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	3.904625	0	3.74028125
ko00561|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938625	0
ko00561|g__Caulobacter.s__Caulobacter_vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0.5916875	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Dechloromonas.s__Dechloromonas_aromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	0.399375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Geobacter.s__Geobacter_lovleyi	0	0.12715625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Geobacter.s__Geobacter_metallireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	1.18590625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0.4515625	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0.90809375	0	0.85240625	0.73728125	1.932875	0	2.751625
ko00561|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Microcoleus.s__Microcoleus_vaginatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Microcystis.s__Microcystis_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22584375
ko00561|g__Nodularia.s__Nodularia_spumigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Nostoc.s__Nostoc_punctiforme	0	0.81971875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Oscillatoria.s__Oscillatoria_acuminata	1.93259375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0.88309375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Pseudomonas.s__Pseudomonas_stutzeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0.184375	0.48584375	0	0
ko00561|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Sorangium.s__Sorangium_cellulosum	0.1870625	0.2363125	0	0	0	0	0	0	0	0	0	0	0.384875	0.3168125	0	0
ko00561|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|g__Thiobacillus.s__Thiobacillus_denitrificans	0	0	0	0.10759375	0	0	0	0	0	0	0	0.1435	0	0	0	0
ko00561|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00561|unclassified	1015.0965	562.84975	437.19984375	376.0030625	380.32340625	464.03409375	459.7766875	355.41346875	447.131125	387.85234375	429.664	671.30278125	381.4066875	582.3364375	356.75159375	461.264625
ko00562	914.2803478261	581.4819130435	473.1754782609	371.5584347826	322.1173043478	468.564826087	443.2128695652	345.853173913	421.052173913	410.1816521739	377.1913913043	707.9529565217	403.1598695652	654.6462608696	396.7403043478	503.8836956522
ko00562|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00562|g__Bacillus.s__Bacillus_megaterium	0	0.6906086957	0	0	0	0	0	0	0	0	0	0	0	0.8920869565	0	0
ko00562|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0.6737826087	0	0	0	0	1.403826087	0
ko00562|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00562|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00562|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00562|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	6.4134347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0
